index,Dependent,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
90965,0,0.052618606,61,0,0.325381141,7083,25,0,2,0,2
90984,0,0.9999999,44,0,0.651370413,11200,10,0,3,0,2
90986,0,0.128271475,50,0,0.230902546,7500,6,0,2,0,3
90994,0,0.109797106,79,0,0.166941653,6666,9,0,2,0,0
90996,0,0.9999999,41,0,0,2625,0,0,0,0,1
91013,0,0.057295137,26,0,0.002436054,820,2,0,0,0,0
91038,0,0.015232204,41,0,0.146155245,5500,9,0,0,0,4
91066,1,0.115538948,56,0,0.200159968,5000,9,0,1,0,0
91086,0,0.765125521,49,0,0.317054413,5200,11,0,0,0,0
91096,1,0.835766569,41,1,0.688294751,9200,12,0,4,0,2
91126,0,0.772522748,47,1,0.808447937,3053,9,0,1,0,0
91138,0,0.911688858,42,0,0.122525495,6667,3,0,0,0,1
91140,1,0.855642925,78,0,0.701076456,3622,9,1,1,0,0
91166,0,0.083689997,40,0,1.043060889,14583,20,0,2,0,2
91175,1,1.254104211,25,0,0.080254042,1731,4,1,0,1,0
91200,0,0.373703208,55,1,0.345443404,11422,20,0,2,0,0
91201,1,0.9999999,51,0,0.192451887,4000,2,2,0,0,1
91217,0,0.955425953,23,1,0.181616218,3600,4,0,0,0,1
91225,0,0.443296392,34,0,0.332271147,3451,5,0,0,0,3
91226,0,0.966214083,38,0,5.82596291,700,7,0,2,0,2
91229,0,0.044045522,57,0,0.12407802,6100,5,0,0,0,0
91250,0,0.006466671,45,0,0.339094415,7000,9,0,2,0,3
91269,0,0.729791644,30,1,0.194374083,7500,11,0,0,0,0
91302,0,0.048954073,72,0,0.01555001,5208,7,0,0,0,0
91323,0,0.019260837,58,0,0.007998,4000,3,0,0,0,0
91347,0,0.088596456,62,0,0.386963157,4586,5,0,2,0,1
91353,0,0.156256662,50,0,0.354691625,12500,12,0,2,0,1
91396,0,0.682171849,31,0,0.353425046,7050,9,0,1,0,0
91435,1,0.643689165,54,0,0.572815534,1750,9,0,0,0,0
91443,1,0.48946316,34,0,0.326466916,1601,4,1,0,0,0
91468,0,0.489220305,54,0,0.112203309,4170,7,0,0,0,0
91469,0,0.296554718,39,1,0.224279353,8533,9,0,0,0,2
91492,0,0.939421239,44,0,0.536033036,7506,7,0,2,0,1
91512,0,0.186900259,50,0,0.32629108,2555,9,0,0,0,2
91545,0,0,64,0,0.252783401,3951,16,0,2,0,0
91568,0,0.02669301,49,0,0.186288513,4900,8,0,2,0,0
91607,0,0.32962732,53,0,0.376071346,8633,9,0,1,0,2
91616,0,0.076974342,24,0,2132,0,5,0,1,0,0
91659,0,0.842183731,64,0,0.482643969,15037,6,0,3,0,0
91679,0,0.321469967,74,0,0.163178295,2579,5,0,0,0,0
91683,0,0.196695936,49,0,0.446102568,13200,13,0,3,0,4
91694,0,0.943171068,46,0,0.626421697,8000,11,0,2,0,3
91724,0,0.035225758,48,0,0.476479856,4442,16,0,1,0,2
91732,1,0.640925112,72,0,0.687670657,4760,8,0,1,0,0
91735,0,0.048972055,56,1,2039,0,17,0,2,0,0
91765,1,0.160994461,43,1,0.763891559,5200,20,0,6,0,0
91768,0,0.54593934,38,0,0.182436428,3381,8,0,0,0,1
91772,1,0.27485648,39,1,0.338324107,15895,6,0,3,0,1
91779,0,0,43,0,0.11160654,7400,14,0,1,0,1
91799,0,0.033510811,39,2,0.116437976,18000,16,0,1,0,1
91802,0,0.167174847,51,0,0.242464343,6800,7,0,1,0,1
91806,0,0,76,0,0,2276,6,0,0,0,0
91818,0,0.199870003,53,0,0.28102305,6333,8,0,1,0,2
91836,0,0.284846055,62,0,0.468453546,6640,15,0,1,0,2
91855,0,0.532355649,31,0,0.202131317,2908,5,0,0,0,0
91868,0,0.00286197,35,0,0.79337653,4166,8,0,2,0,0
91880,0,0.622170942,78,0,0.338845144,3809,3,0,1,0,0
91905,0,0.018345448,65,0,0.001624797,8000,3,0,0,0,0
91913,0,0.127828514,38,0,0.39593665,6250,8,0,2,0,0
91926,0,0.282000863,40,0,0.401454325,6600,8,0,1,0,0
91934,0,0.289787441,45,0,0.719830628,2833,8,0,2,0,1
91963,0,0.866053579,39,1,0.409886143,3600,5,2,1,2,3
91965,0,0.440364657,44,0,2837,0,7,0,1,0,3
91969,0,0.145399224,52,0,0.3158694,3950,10,0,1,0,0
91972,0,0.091060596,67,0,0.480029586,4055,4,0,1,0,1
91974,0,0.565582523,44,0,0.451753446,14000,12,0,3,0,2
91977,0,0.063675055,76,0,1.164862614,1200,9,0,1,0,0
91979,0,0.007960936,65,0,0.002193265,7750,8,0,0,0,0
91988,0,0.9999999,59,0,0.224281931,4908,3,0,1,0,1
91994,0,0.026921987,60,2,0.310696962,3916,8,0,1,0,0
92000,0,0.11694686,80,2,0.22397365,8500,15,0,1,0,0
92018,0,0.9999999,64,0,0.306736921,5313,7,0,1,0,0
92038,0,0.322863191,48,0,0.284723149,7494,8,0,1,0,0
92053,0,0.476021013,47,1,0.235823337,3667,4,0,1,0,0
92063,0,0.044579897,43,0,0.333525567,5201,4,0,1,0,0
92070,0,0.016161527,59,0,0.241747848,10572,7,0,2,1,0
92076,1,0,51,4,0.448131955,5031,5,0,1,1,0
92095,0,0.60956902,50,1,0.450658952,9332,21,0,3,0,4
92102,0,0.010049498,68,0,0.931714024,2181,9,0,1,0,0
92106,0,0.056375583,72,0,0.171016751,7700,6,0,1,0,0
92117,0,0.645177312,35,0,0.699298883,3850,12,0,1,0,2
92129,0,0.055828164,59,1,0.412335808,1750,9,0,1,0,0
92147,0,0.934956405,50,0,0.249711575,7800,9,0,1,0,2
92158,0,0.02829717,78,0,1.143415906,2300,8,0,4,0,0
92163,0,0.005078173,60,0,0.00159968,5000,10,0,0,0,0
92224,0,0.195824886,56,0,0.224164239,7208,9,1,2,0,0
92237,0,0.172070305,47,0,0.928517871,4000,16,0,3,0,0
92246,0,0.970228838,24,0,0.248984692,3200,5,0,0,0,1
92278,1,0.807172946,55,5,0.332384699,11946,14,0,3,0,1
92285,1,1.004167498,62,1,0.483865987,6476,16,0,1,0,0
92324,0,0.725458899,30,0,0.395323741,2779,8,0,0,0,3
92325,0,0.068267793,72,0,0.312354312,7292,11,0,2,0,0
92355,0,0.013990673,23,0,0,898,2,0,0,0,0
92375,0,0.676417089,36,0,0.422572178,8000,12,0,1,0,0
92387,1,1.015196961,47,2,0.522581896,5158,6,0,1,0,2
92392,1,0.9999999,51,0,0.20777666,20882,8,1,3,3,1
92393,0,0.899967858,53,0,0.266619891,5700,3,0,1,0,4
92401,0,0.509538628,44,0,1.476071975,5223,20,0,9,0,2
92407,0,0.109551432,48,1,0.247468076,9083,24,1,1,0,4
92424,0,0.760598795,47,0,0.321583357,3460,8,0,0,0,2
92460,0,0.933499721,52,0,0.403605466,8708,11,4,2,1,2
92470,1,0.941288234,61,0,0.465482692,25450,17,0,5,0,1
92483,1,0.642823213,57,2,0.509374099,10400,11,0,5,0,0
92484,0,0.152481847,30,0,1.369794559,1800,12,0,1,0,0
92505,0,0.016919164,46,0,2.055972014,2000,8,0,2,0,2
92516,0,0.087591241,43,0,0.684672519,5923,8,0,2,0,2
92518,0,0.090210847,75,0,0.550103765,6745,5,0,2,0,0
92569,0,0,52,1,0.219392567,5300,9,0,1,1,5
92618,0,0.073790696,54,0,0.220351499,13541,27,0,2,0,2
92642,0,0.054204594,53,1,0.640047994,7500,13,0,3,0,2
92646,1,0.029735965,64,2,0.171122995,4300,11,0,0,0,0
92658,0,0.276783464,37,0,0.155281573,3000,10,0,0,0,0
92662,0,0.033852643,57,0,0.056090414,7166,13,0,0,0,1
92670,1,0.983008496,40,3,1.069331668,1600,6,1,1,2,1
92686,0,0.384045421,43,2,0.235406152,10500,15,0,1,0,0
92691,0,0.38190472,59,0,0.503279475,6250,9,0,1,0,2
92715,0,0.176436406,49,0,0.658097686,3500,7,0,1,0,0
92717,0,0.003081124,61,0,0.0009998,5000,5,0,0,0,0
92735,0,0.021822232,74,0,0.004999,5000,5,0,0,0,0
92760,1,0.238726369,58,0,0.332953683,7901,15,0,2,0,0
92789,0,0.209561904,49,0,0.374331551,4300,6,0,1,0,1
92796,0,0.063548401,71,0,0.022162973,6000,5,0,0,0,0
92800,0,0.230876062,49,0,0.283428876,7500,3,0,1,0,5
92820,0,0.045254762,58,0,0.170142323,23256,11,0,2,0,2
92839,0,0.602476092,55,1,0.938131313,3167,6,0,1,0,0
92845,0,0.004635942,39,0,0.406655844,8623,4,0,2,0,2
92909,0,0.244424963,39,0,0.28011998,6000,6,0,1,0,3
92943,0,0.476195626,62,0,0.266834171,13929,18,0,1,0,1
92955,0,0.04883888,73,0,0.014518559,7300,6,0,0,1,0
92971,0,0.929860483,56,0,0.470465782,11528,16,0,3,0,1
92975,0,0,72,0,0.131705251,7083,5,0,1,0,0
92990,1,0.87995233,31,0,1.009553433,4500,13,0,1,0,2
93011,0,0.161742314,78,0,0.089535262,6153,20,0,0,0,0
93044,0,1.004352429,41,0,0.64556962,1500,5,0,0,0,0
93066,0,0.9999999,39,0,0.016431621,7728,1,0,0,0,2
93081,1,0.300956705,37,0,1.066986603,5000,13,0,3,0,0
93111,1,1.007872061,51,6,0.338923029,9600,12,0,1,0,2
93114,0,0.025189886,54,0,0.331754065,9286,11,0,3,0,4
93119,0,0,78,0,0.295761465,7478,8,0,1,0,0
93125,0,0.096223974,50,0,0.143542583,2500,12,0,0,0,0
93132,0,0.063771905,50,0,0.175401995,19651,20,0,1,7,2
93142,0,0,56,2,0.215819708,11314,4,0,2,0,0
93146,0,0.234369451,63,0,0.849382298,5908,14,0,2,0,0
93155,0,0,55,0,0.235403037,8100,6,0,1,0,1
93159,0,0.894616435,50,0,1.631274989,2250,11,0,2,0,0
93173,0,0.9999999,66,1,0.441194773,3213,10,0,0,0,0
93185,0,0.837978447,59,0,0.244226446,4892,13,0,0,0,1
93189,0,0.029855721,74,0,0.050144092,3469,3,0,0,0,0
93191,0,0,28,0,0.073308846,6533,8,0,1,0,0
93224,0,0.35494192,59,0,0.572427248,6150,17,0,1,0,3
93226,0,0.187320845,35,0,0.670316591,4200,5,0,1,0,0
93236,0,0.056697429,62,0,0.134146341,5001,4,0,1,0,0
93238,0,0.258978893,73,0,0.298031865,2133,9,0,0,0,0
93254,0,0.23248497,60,0,0.227728732,4983,14,0,1,0,0
93259,0,0.004935132,71,0,0.615539452,2483,9,0,1,0,0
93261,0,0.093095969,47,0,0.220443858,12120,7,0,1,0,3
93268,0,0.009666022,59,0,0.000363603,11000,6,0,0,0,1
93269,0,1.08946424,34,1,63.5,1,2,0,0,1,0
93277,0,0.9999999,67,0,0,3200,0,2,0,0,0
93291,0,0.229235132,76,0,0.379048381,2500,6,0,1,0,0
93294,0,0.9999999,61,0,0.074074074,890,0,0,0,0,0
93302,0,0.470826478,34,0,0.12409364,4826,6,0,0,0,0
93314,0,0.356813348,64,0,0.306277489,2500,11,0,0,0,0
93325,0,0.001116269,64,0,0.100851747,8100,9,0,1,0,0
93329,0,0.23102631,51,0,0.193812515,21494,12,0,2,0,3
93356,0,0,55,0,0.368059343,9166,11,0,2,0,2
93366,0,0.355387261,51,0,0.70742888,7416,10,0,1,0,2
93477,0,0.011274718,89,0,0.088032221,3475,6,0,0,0,0
93513,0,0,66,0,0.352416867,2916,13,0,1,0,0
93521,0,0.161179329,46,0,0.169138477,6000,8,0,0,0,1
93523,0,0.004444332,34,0,1161,1,10,0,2,0,0
93539,0,0.977736975,55,0,0.213960546,5930,13,1,1,0,1
93540,0,0.062660699,52,0,0.28959422,15500,7,0,3,0,3
93544,0,0.284635041,25,0,0.072312084,1050,2,0,0,0,0
93584,0,0.012786932,61,0,0.314767375,12100,8,0,2,0,1
93592,0,0.088831211,36,1,0.561367381,2427,7,0,0,1,0
93607,0,0.322190718,42,1,0.375338471,4800,6,0,1,0,4
93628,0,0.009930692,53,0,0.230917939,15000,13,0,1,0,2
93630,0,0.523397114,63,0,0.436843523,7425,8,0,2,0,0
93638,0,0.191748171,62,0,0.523591264,7417,13,0,2,0,1
93652,0,0.034424139,49,0,0.261299012,3340,13,0,1,0,0
93653,0,0.576742664,31,0,0.326638878,7916,13,0,0,0,3
93669,0,0.454031788,51,0,0.361793291,9568,11,0,2,0,1
93686,0,0.00859828,83,0,0.000392234,5098,5,0,0,0,0
93705,0,0.490031135,57,0,0.392419493,14035,18,0,4,0,0
93707,0,0.110706378,44,0,0.4901214,4200,8,0,2,0,2
93721,0,0,52,0,4,0,3,0,0,0,0
93749,0,0.097159451,60,0,0.175956647,9041,7,0,1,0,1
93764,0,0.023599799,74,0,0.029830847,12000,8,0,0,0,1
93795,0,0.399414307,46,0,0.451163907,4166,5,0,1,0,1
93822,0,0.013568494,54,0,0.228626527,4666,14,0,1,0,3
93823,0,0.195848771,47,1,0.455308938,5000,13,0,2,0,1
93834,0,0.384914088,57,0,0.272398916,9966,13,0,1,0,2
93859,0,0.012115056,66,0,986,0,5,0,0,0,0
93902,0,0.976259892,57,1,0.292487861,3500,4,0,1,0,0
93927,0,0.9999999,62,0,0.073446328,2300,1,0,1,0,0
93944,0,0.875564773,44,2,0.361325336,3500,6,0,1,0,2
93963,0,0.008892924,95,1,0.003374578,8000,10,1,0,0,0
94019,0,0.002723227,60,0,0.175595741,11833,16,0,1,0,0
94026,0,0.051052817,40,0,0.108632955,5200,3,0,0,0,0
94041,0,0.004908868,85,0,0.000286999,10452,4,0,0,0,0
94043,1,0,32,0,0.533275992,9300,11,0,3,0,1
94054,1,0.84144819,50,0,0.056907782,2916,5,1,0,0,0
94072,0,0.9999999,52,0,1.557868443,1200,2,0,1,0,0
94091,0,0,57,0,0.795587011,2401,9,0,2,0,0
94093,1,0,47,0,0.327255617,8500,11,0,2,0,2
94108,1,0.002736273,87,0,0.001817356,2200,14,0,0,0,0
94130,0,0.314602099,37,0,0.196546239,4400,5,0,0,0,1
94132,0,0.06419666,46,0,1.17989418,1700,9,0,1,0,0
94139,0,0.34727369,40,0,0.240093527,8125,8,0,2,0,0
94146,0,0.026218408,29,0,4.5,1,3,0,0,0,0
94201,0,0.028899684,80,0,0.003999333,6000,5,0,0,0,0
94205,0,0.041591832,63,0,0.078054445,7750,11,0,0,0,1
94216,0,0.467906419,60,1,0.47171743,3906,3,1,2,0,1
94221,1,0.707356174,35,2,0.614307932,4500,20,0,1,0,2
94230,0,0.631710644,50,1,0.625169409,5164,10,0,1,0,2
94240,0,0.9999999,21,0,0,929,1,0,0,0,0
94262,0,0.176682332,53,0,0.012479397,4246,3,0,0,0,0
94272,0,0.734884341,41,1,1.190507581,1516,7,0,1,0,2
94282,0,0.698786802,26,0,0.186897179,5494,8,1,0,0,0
94315,0,0.393765862,49,0,0.741376492,6116,12,0,3,0,2
94319,0,0.102239775,64,0,0.306354843,8166,9,0,1,0,0
94325,1,0.450215565,67,0,0.698281299,12683,30,0,8,0,0
94338,0,0.078735774,59,0,0.102068966,2174,10,0,0,0,0
94349,0,0.262288737,83,0,0.029717682,2018,1,0,0,1,0
94370,0,0.277354971,42,0,0.160739147,7900,6,0,0,0,3
94385,0,0.151685868,54,0,0.237577183,3400,10,0,0,0,2
94399,0,0.022201244,59,0,0.062253743,3806,14,0,0,0,0
94406,0,0.273292269,40,0,0.418878743,9417,11,0,1,0,3
94420,0,0.320840525,57,0,0.062586445,5783,9,0,0,0,0
94457,0,0.05177291,53,0,0.215822501,8923,5,0,2,0,1
94470,0,0.159059507,49,0,0.430329129,3250,14,0,0,0,0
94472,0,0.717142513,42,0,0.480091884,3917,11,0,1,0,1
94474,1,0.998545545,44,2,0.640235976,10000,12,4,2,0,3
94484,1,0.324621569,44,1,1.000898992,15572,30,0,13,0,3
94487,0,0.433866233,64,1,0.175419862,10300,9,0,0,0,1
94499,0,0.012822989,42,0,0.010331611,6000,5,0,1,0,0
94519,0,0.083495825,61,0,0.573071155,6000,5,0,2,0,0
94568,0,0.020666175,43,0,0.148691768,4700,4,0,1,0,2
94591,0,0.859626183,45,0,0.214528944,6166,10,0,0,0,1
94624,0,0.03275869,72,0,0.202261913,14500,8,0,2,0,0
94625,0,0.500917663,40,1,0.256410256,4679,14,0,1,1,0
94639,0,0.32500861,38,0,0.338227297,9194,12,0,1,0,3
94659,0,0.218828123,36,0,0.045825696,6000,3,0,0,0,1
94660,0,0.034464369,40,0,779.5,1,6,0,1,0,2
94673,0,0,39,0,0.378928387,3881,9,1,1,0,0
94685,0,0.797680928,40,1,0.047541517,3070,6,0,0,0,2
94732,0,0.697717047,43,0,0.476297968,3100,5,0,1,0,0
94733,0,0.014988333,53,0,0.222898092,12000,16,0,3,0,2
94742,0,0.013909426,84,0,0.580569905,6000,11,0,3,0,0
94765,1,0.966229627,33,0,0.419944007,7500,16,0,2,0,0
94818,0,0.023717147,51,0,0.077355739,14400,10,0,1,0,1
94820,0,0.29119272,53,0,0.391178024,3785,10,0,1,0,2
94824,0,0.001530031,74,0,0.598480304,5000,18,0,1,0,0
94834,0,0.153449387,35,0,0.351520572,3353,7,0,0,0,2
94837,0,0.022789059,77,0,0.078998073,3632,10,0,0,0,1
94840,0,0.527444317,60,1,0.235255995,4628,10,0,0,1,0
94851,0,0.023999314,60,0,0.342990654,6419,7,0,1,0,1
94864,0,0.000571102,83,0,0.895943563,1700,6,0,1,0,0
94893,0,0.128374678,45,0,0.411007403,6213,5,0,1,0,4
94896,0,0.399160291,47,0,0.352303975,12000,12,0,2,0,3
94913,0,0.373019737,63,0,0.216827124,7166,6,0,1,0,0
94930,0,0.391223876,35,0,0.613096726,4000,7,0,1,0,0
94941,0,0.823670532,38,0,0.14427157,4241,4,0,0,0,4
94943,0,0.093437521,41,0,0.010892116,3855,3,0,0,0,0
94948,0,0.169468121,36,0,3949,1,4,0,2,0,0
94951,0,0.06022187,54,0,0.354202544,18000,12,0,4,0,1
94968,0,0.9999999,53,2,0.004736344,9500,8,3,0,0,1
94969,0,0.079292201,76,0,0.124238508,10833,15,0,1,0,0
94999,0,0.9999999,51,0,0.233369292,2780,2,0,0,0,0
95015,0,0.35423169,52,1,0.133143343,20000,7,0,1,0,1
95034,0,0.28822853,55,0,0.457187971,13932,17,0,3,0,0
95037,0,0.598768661,34,0,0.661440582,4400,9,0,2,0,2
95044,1,0.9999999,40,2,0.460507898,5000,7,1,1,1,0
95047,1,0,48,0,3552,0,4,11,1,0,0
95054,0,0.9999999,49,0,0.281184486,3815,3,1,1,2,4
95086,1,0.60205306,77,3,1.062877872,2480,7,0,2,0,0
95089,0,0.009184845,63,0,0.1364053,12000,7,0,1,0,1
95092,0,0.384360837,31,0,0.20900529,7750,9,0,2,0,0
95105,0,0.036903706,58,0,0.202365647,23333,9,0,2,0,1
95114,0,0.377264732,43,3,0.707087672,2976,19,0,2,1,1
95116,0,0.419533554,72,0,0.86320684,6666,20,0,4,0,0
95124,0,0.273116872,46,0,0.382776445,10833,8,0,2,0,1
95134,0,0.024889952,47,0,0.644775391,4095,15,0,2,0,2
95157,0,0.035376665,80,1,0.494957041,2676,12,0,1,1,0
95173,0,0.393734985,45,1,0.545622309,4876,16,0,2,0,1
95182,0,0.100155551,36,0,0.115584843,15174,10,0,2,0,1
95191,0,0.95380774,32,0,0.092524227,4333,3,0,0,0,0
95221,0,0.917594821,67,0,0.586218718,2916,8,0,0,0,1
95237,0,0.019593271,85,0,0.166138977,6000,4,0,1,0,0
95246,0,0.819865195,29,0,0.144757433,3833,4,0,0,0,0
95250,0,0.05826922,68,0,96,0,6,0,0,0,1
95269,0,1.050585401,49,3,0.7482892,3360,13,0,1,0,0
95313,0,0.137916378,44,0,0.368498303,10900,8,0,3,0,1
95333,0,0.090996416,60,0,0.236541999,8154,9,0,1,0,1
95355,0,0.870823102,45,0,0.293823577,6200,16,0,0,0,2
95363,0,0.136984779,78,0,0.010854042,3500,3,0,0,0,0
95382,0,0.308691309,56,0,0.002051516,4386,2,0,0,0,0
95390,0,0.575884823,46,0,0.583756345,6500,5,0,2,0,1
95407,0,0.035171631,45,0,906,1,14,0,1,0,2
95408,0,0.416424487,49,0,0.259585167,17500,11,0,1,0,0
95410,0,0.875370821,44,0,0.564673157,10065,4,0,2,0,0
95412,0,0.089396963,38,0,0.885984972,3060,17,0,2,0,1
95429,0,0.046609643,64,0,0.238055498,9585,8,0,2,0,0
95448,0,0.005435712,61,0,0.179697172,10500,11,0,1,0,0
95512,0,0.656063997,50,0,0.607812742,6450,5,0,2,0,2
95517,0,0,58,0,0.440086897,8745,9,0,3,0,0
95543,0,0,39,0,0.316129981,6800,3,0,1,0,1
95557,0,0.785975781,64,0,0.204689245,2686,4,0,0,1,0
95574,0,0.310823837,43,2,0.629767176,7000,13,0,2,0,1
95576,0,0.018244216,49,0,0.021398548,5233,6,0,1,0,2
95584,1,0.239629942,28,0,1.028823803,2150,8,0,2,0,0
95607,0,0.272977495,46,0,0.15064156,6000,15,0,0,0,1
95609,1,1.083431257,44,1,0.757846451,4141,3,0,1,1,2
95646,0,0.869177569,52,0,0.517241379,5480,8,0,1,0,4
95670,0,0.030794165,37,0,0.131218175,2552,5,0,0,0,0
95674,0,0.133618386,37,0,0.0305223,7600,15,0,0,0,1
95683,1,0.471826409,50,0,0.363909427,12983,9,0,2,0,1
95699,0,0.187751534,77,0,0.412704835,9885,21,0,3,0,0
95732,0,0.017578485,33,0,0.252731948,9333,7,0,1,0,0
95736,0,0.329548804,57,2,0.557740377,6000,14,0,1,0,1
95738,0,0.160165494,45,0,0.325958242,3208,7,0,1,0,2
95741,0,0.275536421,31,0,0.096980604,5000,4,0,0,0,0
95744,0,0,88,0,0,197,3,1,0,0,0
95747,0,0.058395564,53,0,0.133235725,4780,6,0,0,0,2
95762,0,0.20601216,66,0,0.475701194,3600,6,0,0,0,0
95767,0,0.00645435,43,0,0.340629645,7400,4,0,1,0,2
95838,0,0.497080234,40,0,0.510354677,4200,8,0,2,0,3
95849,0,0.00256869,47,0,0.427903263,8765,17,0,2,0,1
95851,1,0.805701342,61,1,0.282287085,2500,12,0,1,0,0
95852,0,0.029827346,48,0,0.443489755,3025,14,0,1,0,0
95866,0,0.146119239,50,0,0.238359762,9900,12,0,2,0,0
95872,0,0,35,0,0.00159936,2500,9,0,0,0,0
95887,0,0.24523793,59,2,0.195165394,3929,8,0,1,0,0
95914,0,0.074143223,46,0,0.27588404,9416,21,0,1,0,2
95943,0,0.100551744,58,0,0.29520998,10500,19,0,1,0,1
95955,0,0.803048066,66,0,1,996,6,0,1,0,0
95963,0,0.343263212,62,0,0.448767362,13750,11,0,4,0,0
95976,0,0.453151562,86,0,0.178614098,5021,15,0,0,0,1
95996,0,0.061746661,76,0,0.808135349,8333,14,1,3,0,1
96009,0,0.364970679,40,0,1.017736214,3100,6,0,2,0,2
96012,0,0.9999999,44,0,0.481178568,9536,2,0,2,0,2
96022,0,0.011158737,58,0,0.194916275,8300,7,0,1,0,0
96061,0,0.095880928,55,0,0.479008397,2500,11,0,1,0,0
96085,0,0.9999999,25,0,0.239547467,2032,1,0,0,0,0
96149,0,0,49,0,2.166833167,1000,7,0,1,0,0
96169,0,0.9999999,47,1,1.545563549,833,3,0,2,0,0
96173,0,0.9999999,40,0,0.228532485,2200,3,0,0,0,1
96186,0,0.007083065,45,0,0.000595167,8400,6,0,0,0,1
96194,0,0.284311123,49,0,0.323072413,3410,10,0,0,0,1
96195,0,0.06683124,50,0,0.606415793,4862,6,0,2,0,0
96204,0,0.640867252,42,1,0.213157895,9499,18,0,2,1,3
96210,0,0.092987992,56,0,0.011164806,6000,2,0,0,0,1
96240,0,0,35,0,0.382471815,4700,10,0,1,0,0
96256,0,0,24,1,0.012180268,820,1,0,0,0,0
96258,0,0.979010495,32,0,0.075115611,8000,4,0,0,0,1
96280,1,0,65,0,0.434385382,1203,6,0,0,0,0
96301,0,0.06188717,63,0,0.215525348,11696,7,0,1,0,0
96312,0,0.193702166,61,0,0.290713528,6600,16,0,3,0,0
96330,0,0.024665844,61,0,0.205117953,2500,6,1,0,0,1
96341,0,0.062953345,48,0,0.010159652,6200,4,0,0,0,3
96345,0,0.423562545,51,0,0.464922806,12500,12,0,2,0,0
96377,0,0.083041908,74,0,0.007859843,16666,3,0,0,0,0
96392,0,0.008982381,64,0,0.042921887,3750,3,0,1,0,1
96397,0,0.222518321,23,0,0.012180268,820,3,0,0,0,0
96417,1,0.391733982,30,1,0.212210251,6125,12,0,0,0,0
96422,0,0,38,0,0.173541323,6666,4,0,1,1,2
96426,0,0.060288378,67,0,0.218849276,5665,6,0,1,0,0
96433,0,0.031664154,47,0,0.23022984,7700,6,0,2,0,2
96439,0,0.9999999,36,0,0,9963,0,0,0,0,3
96445,1,0.509118382,45,0,0.408892671,9400,15,0,2,0,1
96447,0,0.909552261,49,0,4898,0,6,0,2,0,0
96465,0,1.112590741,71,0,0.430803571,5375,13,0,0,0,1
96489,0,0,46,0,0.372846596,4875,11,0,2,0,0
96492,0,0.17270195,53,0,0.170834687,9236,8,0,1,0,0
96494,0,0.302477654,31,0,0.243215167,7700,21,0,1,0,0
96499,0,0.094105042,62,0,0.540194641,7500,13,0,1,0,1
96510,0,0,49,0,0.328103369,6500,10,0,1,0,5
96590,0,0.081664398,48,0,1317,0,5,0,0,0,0
96598,0,0.354257179,56,1,0.586470964,4700,10,0,3,0,1
96607,0,0.669180451,54,0,0.645989383,13750,19,0,2,0,0
96612,0,0.666359022,31,0,0.127971562,4500,5,0,0,0,0
96618,0,0.121337393,45,0,0.292582635,6322,12,0,1,0,2
96626,0,0.022579188,54,0,0.229649596,3709,4,0,1,0,0
96660,0,0,55,0,0,750,1,0,0,0,1
96666,0,0.78932735,61,0,0.146731659,8000,14,1,0,0,0
96677,1,1.064701125,37,2,0.311034218,2600,5,0,0,4,0
96681,0,0.441186271,39,0,0.200622084,4500,5,0,1,0,1
96693,0,0.00770828,79,0,0.281843286,5793,18,0,1,0,1
96746,0,0.097763694,68,0,0.340909091,7083,20,0,2,0,0
96753,0,0.9999999,62,0,0.110197734,4500,3,0,0,0,2
96791,1,0.757846781,31,1,1.030437681,4500,13,0,3,1,1
96793,0,0.389055886,33,0,0.493835388,3000,10,0,1,0,2
96811,0,0.9999999,25,0,0.384521633,1640,2,0,0,0,0
96832,0,0.496582617,42,1,0.487002363,5500,9,0,2,0,1
96863,0,0.550710295,43,0,0.585088068,7550,15,0,4,0,2
96882,0,0.533303598,44,0,5.364050304,4611,15,0,1,0,0
96883,0,0.9999999,56,0,0,1600,0,0,0,0,1
96907,0,0.345982257,58,0,0.514371407,4000,6,0,1,0,0
96911,0,0.10663376,56,0,661.5,1,6,0,1,0,0
96938,0,0.035274847,76,0,0.010123735,2666,2,0,0,0,0
96939,0,0.310161654,42,0,0.302080853,21000,12,0,1,0,2
96960,0,0.000899955,40,0,0.695921986,2255,10,0,1,0,1
96961,0,0.015958546,72,0,3.234608985,600,13,0,1,0,0
96991,0,0.192877999,77,0,0.14538846,2200,12,0,0,0,0
96996,0,0.302556296,37,2,0.30370725,18800,17,0,1,0,2
96998,0,0.534215613,57,0,0.692373608,4667,10,0,1,0,1
97029,0,0.811588864,40,0,0.430260047,2960,10,0,0,0,0
97030,0,0.095641215,51,0,0.201289936,6666,7,0,1,0,3
97031,1,0.087680355,39,0,0.104904952,4260,4,0,0,1,3
97034,0,0.521569352,79,2,0.19620095,4000,5,0,0,0,0
97044,0,0.712688099,37,0,0.30235341,7520,9,0,1,0,2
97057,0,0.063023424,54,0,0.487152596,3813,6,0,1,0,0
97065,0,0.767113743,68,2,0.061191841,7500,8,0,0,0,1
